cod_ibge,nome,microrregiao,mesorregiao,populacao_2022,pib_mil_reais,idhm,forest_pct,temp_mean_c,precip_annual_mm,humidity_mean_pct,livability_score,rank
3520608,Indiana,Presidente Prudente,Presidente Prudente,5090,99886.0000,0.7610,10.4000,23.9000,1163.0000,64.2000,0.4781,319
3526100,Juquiá,Registro,Litoral Sul Paulista,17154,446418.0000,0.7000,79.3000,21.5000,1887.0000,86.7000,0.4778,320
3542206,Rancharia,Presidente Prudente,Presidente Prudente,28588,1999657.0000,0.7510,9.4200,23.2000,1165.0000,66.3000,0.4777,321
3519600,Ibitinga,Araraquara,Araraquara,60033,2528835.0000,0.7470,6.0600,23.4000,930.0000,65.3000,0.4774,322
3556909,Vista Alegre do Alto,Jaboticabal,Ribeirão Preto,8109,705941.0000,0.7440,4.3600,23.4000,892.0000,64.0000,0.4773,323
3546504,Santa Ernestina,Jaboticabal,Ribeirão Preto,6118,152155.0000,0.7380,5.0100,23.0000,951.0000,65.9000,0.4771,324
3519105,Iacanga,Bauru,Bauru,10437,687530.0000,0.7450,8.8100,23.4000,930.0000,65.3000,0.4768,325
3503406,Arealva,Bauru,Bauru,8130,301110.0000,0.7440,10.3900,23.4000,930.0000,65.3000,0.4768,326
3525102,Jardinópolis,Ribeirão Preto,Ribeirão Preto,45282,2398612.0000,0.7350,9.5000,23.0000,951.0000,65.9000,0.4768,327
3546603,Santa Fé do Sul,Jales,São José do Rio Preto,34794,1988880.0000,0.7840,5.5400,25.2000,877.0000,59.6000,0.4763,328
3532009,Morungaba,Bragança Paulista,Macro Metropolitana Paulista,13720,765641.0000,0.7150,20.4100,19.9000,1214.0000,74.8000,0.4756,329
3508702,Caconde,São João da Boa Vista,Campinas,17101,554109.0000,0.7200,19.0900,22.1000,1058.0000,67.3000,0.4756,330
3533007,Nova Granada,São José do Rio Preto,São José do Rio Preto,19419,732341.0000,0.7390,9.6700,23.5000,954.0000,65.5000,0.4755,331
3519402,Ibirá,São José do Rio Preto,São José do Rio Preto,11690,418178.0000,0.7400,9.3000,23.4000,892.0000,64.0000,0.4753,332
3523701,Itirapuã,Franca,Ribeirão Preto,5779,190876.0000,0.7070,19.6000,20.6000,1144.0000,68.6000,0.4743,333
3553955,Tarumã,Assis,Assis,14882,1153083.0000,0.7530,3.7400,23.2000,1165.0000,66.3000,0.4740,334
3522703,Itápolis,Araraquara,Araraquara,39493,2524858.0000,0.7440,7.8800,23.4000,930.0000,65.3000,0.4731,335
3532504,Neves Paulista,Nhandeara,São José do Rio Preto,9699,384592.0000,0.7540,6.8800,24.2000,1011.0000,64.9000,0.4727,336
3546702,Santa Gertrudes,Limeira,Piracicaba,23611,3568257.0000,0.7370,5.4600,22.2000,1053.0000,68.2000,0.4722,337
3542909,Ribeirão Bonito,São Carlos,Araraquara,10989,494054.0000,0.7120,20.4000,21.4000,1019.0000,66.1000,0.4717,338
3554656,Torre de Pedra,Tatuí,Itapetininga,2046,44087.0000,0.7140,26.6100,20.8000,1205.0000,73.3000,0.4717,339
3534005,Onda Verde,São José do Rio Preto,São José do Rio Preto,4771,370589.0000,0.7380,9.5700,23.4000,892.0000,64.0000,0.4710,340
3502754,Araçariguama,Sorocaba,Macro Metropolitana Paulista,21522,4832077.0000,0.7040,46.7100,19.3000,1086.0000,79.0000,0.4709,341
3509403,Cajuru,Batatais,Ribeirão Preto,23830,1123799.0000,0.7130,25.8100,22.2000,1050.0000,66.4000,0.4707,342
3543709,Rincão,Araraquara,Araraquara,9098,346937.0000,0.7340,6.6400,23.0000,951.0000,65.9000,0.4703,343
3533700,Ocauçu,Marília,Marília,4331,163910.0000,0.7170,17.3200,21.8000,1067.0000,66.7000,0.4702,344
3529807,Mineiros do Tietê,Jaú,Bauru,11230,309941.0000,0.7300,8.7500,22.3000,913.0000,69.9000,0.4698,345
3532603,Nhandeara,Nhandeara,São José do Rio Preto,9852,507862.0000,0.7510,9.6400,24.2000,1011.0000,64.9000,0.4697,346
3517901,Guaraci,São José do Rio Preto,São José do Rio Preto,10350,660486.0000,0.7370,8.5100,23.5000,954.0000,65.5000,0.4692,347
3535804,Paranapanema,Avaré,Bauru,19395,1222547.0000,0.7170,14.0700,20.3000,1110.0000,73.5000,0.4692,348
3506409,Bilac,Birigui,Araçatuba,7319,307745.0000,0.7680,3.5700,24.5000,1054.0000,63.0000,0.4687,349
3508801,Cafelândia,Lins,Bauru,16654,930635.0000,0.7420,9.3500,23.5000,924.0000,65.8000,0.4684,350
3555208,Turiúba,Birigui,Araçatuba,1818,88091.0000,0.7510,7.9900,24.2000,1011.0000,64.9000,0.4673,351
3527900,Lutécia,Assis,Assis,2661,135645.0000,0.7200,10.4600,21.8000,1067.0000,66.7000,0.4671,352
3536570,Paulistânia,Bauru,Bauru,2090,74506.0000,0.7180,17.5800,22.1000,971.0000,68.5000,0.4670,353
3515400,Fartura,Ourinhos,Assis,16641,566395.0000,0.7320,12.8600,22.5000,1182.0000,69.9000,0.4670,354
3538105,Pindorama,Catanduva,São José do Rio Preto,14542,733296.0000,0.7370,8.3700,23.4000,892.0000,64.0000,0.4670,355
3541604,Promissão,Lins,Bauru,35131,3349681.0000,0.7430,6.5700,23.5000,924.0000,65.8000,0.4666,356
3506904,Bofete,Botucatu,Bauru,10460,309773.0000,0.7050,31.1400,20.3000,1110.0000,73.5000,0.4663,357
3548104,Santo Antônio do Jardim,São João da Boa Vista,Campinas,6126,253743.0000,0.7140,14.0700,21.7000,1119.0000,67.7000,0.4659,358
3506300,Bernardino de Campos,Ourinhos,Assis,11607,605499.0000,0.7340,8.9500,22.5000,1182.0000,69.9000,0.4659,359
3542701,Restinga,Franca,Ribeirão Preto,6404,311797.0000,0.7050,16.5500,20.6000,1144.0000,68.6000,0.4652,360
3537404,Pereira Barreto,Andradina,Araçatuba,24095,1495859.0000,0.7660,4.3300,24.5000,1054.0000,63.0000,0.4652,361
3541208,Presidente Bernardes,Presidente Prudente,Presidente Prudente,14490,351783.0000,0.7570,7.8000,23.9000,1163.0000,64.2000,0.4650,362
3540903,Pradópolis,Ribeirão Preto,Ribeirão Preto,17078,1456796.0000,0.7330,4.1500,23.0000,951.0000,65.9000,0.4643,363
3505807,Bastos,Tupã,Marília,21503,1596603.0000,0.7510,7.5600,23.8000,1072.0000,63.1000,0.4639,364
3514809,Eldorado,Registro,Litoral Sul Paulista,13069,423995.0000,0.6910,84.0300,21.5000,1887.0000,86.7000,0.4638,365
3502309,Anhembi,Botucatu,Bauru,5674,315144.0000,0.7210,18.4000,22.3000,913.0000,69.9000,0.4631,366
3555703,União Paulista,Nhandeara,São José do Rio Preto,1603,72244.0000,0.7490,8.1300,24.2000,1011.0000,64.9000,0.4629,367
3501301,Álvares Machado,Presidente Prudente,Presidente Prudente,27255,859771.0000,0.7580,4.7600,23.9000,1163.0000,64.2000,0.4629,368
3539707,Platina,Assis,Assis,3025,160406.0000,0.7190,9.1200,21.8000,1067.0000,66.7000,0.4628,369
3552601,Tabapuã,Catanduva,São José do Rio Preto,11323,397691.0000,0.7350,8.5500,23.4000,892.0000,64.0000,0.4626,370
3553401,Tanabi,São José do Rio Preto,São José do Rio Preto,25265,1592467.0000,0.7480,9.4100,24.2000,1011.0000,64.9000,0.4624,371
3531803,Monte Mor,Campinas,Campinas,64662,6049398.0000,0.7330,5.0900,22.2000,1053.0000,68.2000,0.4623,372
3525508,Joanópolis,Bragança Paulista,Macro Metropolitana Paulista,12815,335737.0000,0.6990,36.5600,19.9000,1214.0000,74.8000,0.4622,373
3522802,Itaporanga,Itapeva,Itapetininga,14085,408307.0000,0.7190,13.3200,19.4000,1135.0000,77.2000,0.4609,374
3537008,Pedregulho,Franca,Ribeirão Preto,15525,1417488.0000,0.7150,26.9800,23.5000,1102.0000,63.3000,0.4605,375
3548609,São Bento do Sapucaí,Campos do Jordão,Vale do Paraíba Paulista,11674,354768.0000,0.7200,41.9000,14.7000,1523.0000,79.8000,0.4600,376
3514106,Dois Córregos,Jaú,Bauru,24510,1187097.0000,0.7250,9.8600,22.3000,913.0000,69.9000,0.4599,377
3518206,Guararapes,Araçatuba,Araçatuba,31043,1718488.0000,0.7630,5.3600,24.5000,1054.0000,63.0000,0.4598,378
3509304,Cajobi,Catanduva,São José do Rio Preto,9133,275001.0000,0.7340,8.1400,23.4000,892.0000,64.0000,0.4597,379
3516507,Gabriel Monteiro,Birigui,Araçatuba,2763,123956.0000,0.7630,4.5400,24.5000,1054.0000,63.0000,0.4586,380
3524808,Jales,Jales,São José do Rio Preto,48776,2590208.0000,0.7760,5.8700,25.2000,877.0000,59.6000,0.4583,381
3540804,Potirendaba,São José do Rio Preto,São José do Rio Preto,18496,1017223.0000,0.7470,8.0100,24.2000,1011.0000,64.9000,0.4581,382
3554300,Teodoro Sampaio,Presidente Prudente,Presidente Prudente,22173,822760.0000,0.7410,28.0300,23.9000,1163.0000,64.2000,0.4575,383
3507209,Borá,Assis,Assis,907,120962.0000,0.7460,11.0700,23.8000,1072.0000,63.1000,0.4574,384
3523800,Itobi,São João da Boa Vista,Campinas,8046,251138.0000,0.7170,11.2200,22.1000,1058.0000,67.3000,0.4571,385
3514403,Dracena,Dracena,Presidente Prudente,45474,1855224.0000,0.7760,5.1700,24.9000,1078.0000,61.1000,0.4569,386
3515905,Floreal,Auriflama,São José do Rio Preto,2733,131171.0000,0.7470,6.9500,24.2000,1011.0000,64.9000,0.4565,387
3504602,Bady Bassitt,São José do Rio Preto,São José do Rio Preto,27260,762195.0000,0.7460,8.2400,24.2000,1011.0000,64.9000,0.4561,388
3521804,Itaí,Avaré,Bauru,25180,1082752.0000,0.7130,11.0700,20.3000,1110.0000,73.5000,0.4555,389
3531704,Monteiro Lobato,Campos do Jordão,Vale do Paraíba Paulista,4138,113891.0000,0.7100,54.6000,14.7000,1523.0000,79.8000,0.4554,390
3526407,Laranjal Paulista,Tatuí,Itapetininga,26261,1688979.0000,0.7290,6.5400,22.2000,1053.0000,68.2000,0.4552,391
3516606,Gália,Marília,Marília,6380,220849.0000,0.7090,19.6900,21.8000,1067.0000,66.7000,0.4551,392
3520806,Inúbia Paulista,Adamantina,Presidente Prudente,3615,176723.0000,0.7590,8.2900,24.5000,1054.0000,63.0000,0.4548,393
3517208,Guaiçara,Lins,Bauru,11239,310852.0000,0.7390,4.6600,23.5000,924.0000,65.8000,0.4545,394
3520004,Igaraçu do Tietê,Jaú,Bauru,23106,477976.0000,0.7270,3.0400,22.3000,913.0000,69.9000,0.4545,395
3503703,Ariranha,Catanduva,São José do Rio Preto,7602,1252002.0000,0.7330,5.9500,23.4000,892.0000,64.0000,0.4541,396
3550209,São Miguel Arcanjo,Piedade,Macro Metropolitana Paulista,32039,1157726.0000,0.7100,27.1000,19.3000,1108.0000,81.0000,0.4540,397
3500303,Aguaí,Pirassununga,Campinas,32072,1773843.0000,0.7150,11.7500,22.1000,1058.0000,67.3000,0.4532,398
3520905,Ipaussu,Ourinhos,Assis,13712,678118.0000,0.7270,11.3200,22.5000,1182.0000,69.9000,0.4531,399
3523503,Itatinga,Avaré,Bauru,19070,601161.0000,0.7060,20.5000,20.3000,1110.0000,73.5000,0.4531,400
3533304,Nova Luzitânia,Auriflama,São José do Rio Preto,2837,70080.0000,0.7430,10.5600,24.2000,1011.0000,64.9000,0.4525,401
3529500,Mendonça,São José do Rio Preto,São José do Rio Preto,6159,593745.0000,0.7440,8.9300,24.2000,1011.0000,64.9000,0.4525,402
3557204,Chavantes,Ourinhos,Assis,12211,477220.0000,0.7290,7.6200,22.5000,1182.0000,69.9000,0.4523,403
3550001,São Luiz do Paraitinga,Paraibuna/Paraitinga,Vale do Paraíba Paulista,10337,252579.0000,0.6970,39.5300,19.4000,1033.0000,78.2000,0.4520,404
3500758,Alambari,Itapetininga,Itapetininga,6141,160252.0000,0.7120,16.2900,20.8000,1205.0000,73.3000,0.4519,405
3509452,Campina do Monte Alegre,Itapetininga,Itapetininga,5954,211436.0000,0.7170,14.2800,19.3000,1108.0000,81.0000,0.4514,406
3525607,João Ramalho,Presidente Prudente,Presidente Prudente,4371,187000.0000,0.7410,7.2200,23.2000,1165.0000,66.3000,0.4512,407
3504305,Avaí,Bauru,Bauru,4483,500953.0000,0.7140,13.0600,22.1000,971.0000,68.5000,0.4511,408
3547700,Santo Anastácio,Presidente Prudente,Presidente Prudente,17963,630473.0000,0.7530,4.3900,23.9000,1163.0000,64.2000,0.4507,409
3504206,Auriflama,Auriflama,São José do Rio Preto,13692,443572.0000,0.7730,5.2300,25.2000,877.0000,59.6000,0.4504,410
3549607,São José do Barreiro,Bananal,Vale do Paraíba Paulista,3853,80553.0000,0.6840,63.0900,21.6000,1131.0000,69.3000,0.4502,411
3528106,Macaubal,Nhandeara,São José do Rio Preto,7481,245038.0000,0.7430,8.9600,24.2000,1011.0000,64.9000,0.4502,412
3534757,Ouroeste,Fernandópolis,São José do Rio Preto,10294,670735.0000,0.7700,9.8300,25.2000,877.0000,59.6000,0.4502,413
3514957,Embaúba,Catanduva,São José do Rio Preto,2323,93032.0000,0.7300,7.5200,23.4000,892.0000,64.0000,0.4495,414
3547650,Santa Salete,Jales,São José do Rio Preto,1645,66140.0000,0.7720,5.9000,25.2000,877.0000,59.6000,0.4490,415
3522901,Itapuí,Jaú,Bauru,13659,1311338.0000,0.7250,2.4600,22.3000,913.0000,69.9000,0.4490,416
3521903,Itajobi,Novo Horizonte,São José do Rio Preto,16989,1278534.0000,0.7300,7.0300,23.4000,892.0000,64.0000,0.4488,417
3547908,Santo Antônio da Alegria,Batatais,Ribeirão Preto,6775,282937.0000,0.7020,27.8300,22.2000,1050.0000,66.4000,0.4482,418
3547205,Santana da Ponte Pensa,Jales,São José do Rio Preto,1670,56776.0000,0.7730,3.5300,25.2000,877.0000,59.6000,0.4479,419
3556354,Vargem,Bragança Paulista,Macro Metropolitana Paulista,10512,222012.0000,0.6990,26.4700,19.9000,1214.0000,74.8000,0.4474,420
3548054,Santo Antônio do Aracanguá,Araçatuba,Araçatuba,8379,380219.0000,0.7570,6.2400,24.5000,1054.0000,63.0000,0.4471,421
3527256,Lourdes,Birigui,Araçatuba,1950,55440.0000,0.7420,8.2800,24.2000,1011.0000,64.9000,0.4469,422
3540200,Pontal,Ribeirão Preto,Ribeirão Preto,37607,2153954.0000,0.7250,4.8600,23.0000,951.0000,65.9000,0.4468,423
3523305,Itariri,Itanhaém,Litoral Sul Paulista,15528,400627.0000,0.6770,78.5500,21.9000,1745.0000,85.9000,0.4464,424
3539509,Pitangueiras,Jaboticabal,Ribeirão Preto,33674,1830160.0000,0.7230,3.2000,23.1000,926.0000,65.3000,0.4463,425
3553005,Taguaí,Ourinhos,Assis,12669,409335.0000,0.7090,10.0400,20.3000,1110.0000,73.5000,0.4447,426
3519303,Ibaté,São Carlos,Araraquara,32178,1516837.0000,0.7030,16.1400,21.4000,1019.0000,66.1000,0.4446,427
3505609,Barrinha,Ribeirão Preto,Ribeirão Preto,32092,737580.0000,0.7250,3.2300,23.0000,951.0000,65.9000,0.4444,428
3512209,Conchal,Limeira,Piracicaba,28101,1093664.0000,0.7080,8.7600,21.7000,1119.0000,67.7000,0.4442,429
3548203,Santo Antônio do Pinhal,Campos do Jordão,Vale do Paraíba Paulista,7133,191747.0000,0.7060,52.8400,14.7000,1523.0000,79.8000,0.4436,430
3532801,Nova Aliança,São José do Rio Preto,São José do Rio Preto,6693,361490.0000,0.7380,11.7100,24.2000,1011.0000,64.9000,0.4426,431
3530409,Mirassolândia,São José do Rio Preto,São José do Rio Preto,4669,378154.0000,0.7380,11.5100,24.2000,1011.0000,64.9000,0.4423,432
3551108,Sarapuí,Sorocaba,Macro Metropolitana Paulista,10369,270123.0000,0.7070,16.8900,20.8000,1205.0000,73.3000,0.4412,433
3536604,Paulo de Faria,São José do Rio Preto,São José do Rio Preto,7400,426146.0000,0.7250,8.4200,23.5000,954.0000,65.5000,0.4412,434
3542503,Reginópolis,Bauru,Bauru,7662,270644.0000,0.7280,10.7500,23.4000,930.0000,65.3000,0.4402,435
3519907,Iepê,Assis,Assis,7619,503732.0000,0.7360,7.5100,23.2000,1165.0000,66.3000,0.4401,436
3517505,Guapiaçu,São José do Rio Preto,São José do Rio Preto,21711,1134077.0000,0.7250,8.8200,23.4000,892.0000,64.0000,0.4398,437
3530904,Mombuca,Piracicaba,Piracicaba,3722,179189.0000,0.7190,11.6400,22.2000,1053.0000,68.2000,0.4395,438
3554607,Timburi,Ourinhos,Assis,2464,80268.0000,0.7100,28.8300,22.5000,1182.0000,69.9000,0.4393,439
3555109,Tupi Paulista,Dracena,Presidente Prudente,15854,446938.0000,0.7690,3.0800,24.9000,1078.0000,61.1000,0.4376,440
3517703,Guará,Ituverava,Ribeirão Preto,18606,854715.0000,0.7180,6.6400,23.5000,1102.0000,63.3000,0.4376,441
3541703,Quatá,Assis,Assis,13163,1087543.0000,0.7380,10.0900,23.8000,1072.0000,63.1000,0.4374,442
3507407,Borborema,Araraquara,Araraquara,14226,704921.0000,0.7300,5.1200,23.4000,930.0000,65.3000,0.4366,443
3509809,Campos Novos Paulista,Assis,Assis,4888,342295.0000,0.7060,11.7500,21.8000,1067.0000,66.7000,0.4365,444
3550803,São Sebastião da Grama,São João da Boa Vista,Campinas,10441,481876.0000,0.7010,22.3900,22.1000,1058.0000,67.3000,0.4363,445
3519808,Icém,São José do Rio Preto,São José do Rio Preto,7819,263932.0000,0.7200,12.8100,23.5000,954.0000,65.5000,0.4361,446
3507456,Borebi,Bauru,Bauru,2713,118452.0000,0.7050,16.7000,22.1000,971.0000,68.5000,0.4356,447
3503505,Areias,Bananal,Vale do Paraíba Paulista,3577,75042.0000,0.6970,32.5100,21.6000,1131.0000,69.3000,0.4356,448
3523206,Itararé,Itapeva,Itapetininga,44438,1406445.0000,0.7030,21.2000,19.4000,1135.0000,77.2000,0.4354,449
3544608,Sabino,Lins,Bauru,5112,183225.0000,0.7280,8.5100,23.5000,924.0000,65.8000,0.4346,450
3530102,Mirandópolis,Andradina,Araçatuba,27983,978818.0000,0.7510,7.1800,24.5000,1054.0000,63.0000,0.4346,451
3527405,Lucélia,Adamantina,Presidente Prudente,20061,600068.0000,0.7520,4.9000,24.5000,1054.0000,63.0000,0.4336,452
3543105,Ribeirão Corrente,Franca,Ribeirão Preto,4608,282574.0000,0.7110,14.8600,23.5000,1102.0000,63.3000,0.4334,453
3515657,Fernão,Marília,Marília,1656,102634.0000,0.7030,14.2900,21.8000,1067.0000,66.7000,0.4333,454
3548401,Santópolis do Aguapeí,Birigui,Araçatuba,3899,97802.0000,0.7400,4.0800,23.8000,1072.0000,63.1000,0.4333,455
3516309,Francisco Morato,Franco da Rocha,Metropolitana de São Paulo,165139,2237469.0000,0.7030,28.2500,19.3000,1253.0000,80.4000,0.4325,456
3535101,Palmares Paulista,Catanduva,São José do Rio Preto,9650,209646.0000,0.7220,7.9200,23.4000,892.0000,64.0000,0.4315,457
3518602,Guariba,Jaboticabal,Ribeirão Preto,37498,1517994.0000,0.7190,3.6500,23.0000,951.0000,65.9000,0.4311,458
3532405,Nazaré Paulista,Bragança Paulista,Macro Metropolitana Paulista,18217,595410.0000,0.6780,48.5400,19.9000,1214.0000,74.8000,0.4310,459
3541059,Pratânia,Botucatu,Bauru,5126,252655.0000,0.7010,13.1700,20.3000,1110.0000,73.5000,0.4307,460
3517307,Guaimbê,Lins,Bauru,5512,593772.0000,0.7280,5.6600,23.5000,924.0000,65.8000,0.4305,461
3549508,São José da Bela Vista,Franca,Ribeirão Preto,7626,336022.0000,0.6930,11.5600,20.6000,1144.0000,68.6000,0.4301,462
3502408,Anhumas,Presidente Prudente,Presidente Prudente,4023,132376.0000,0.7410,8.4000,23.9000,1163.0000,64.2000,0.4288,463
3514007,Dobrada,Araraquara,Araraquara,8759,213755.0000,0.7180,3.5900,23.0000,951.0000,65.9000,0.4287,464
3555604,Uchoa,São José do Rio Preto,São José do Rio Preto,10394,521824.0000,0.7210,7.1600,23.4000,892.0000,64.0000,0.4281,465
3523107,Itaquaquecetuba,Mogi das Cruzes,Metropolitana de São Paulo,369275,11979260.0000,0.7140,7.7500,19.3000,1253.0000,80.4000,0.4280,466
3507704,Braúna,Birigui,Araçatuba,5356,157855.0000,0.7370,4.9700,23.8000,1072.0000,63.1000,0.4276,467
3536000,Parapuã,Adamantina,Presidente Prudente,10580,1150356.0000,0.7370,4.8500,23.8000,1072.0000,63.1000,0.4274,468
3548005,Santo Antônio de Posse,Mogi Mirim,Campinas,23244,2146890.0000,0.7020,6.2700,21.7000,1119.0000,67.7000,0.4266,469
3541505,Presidente Venceslau,Presidente Prudente,Presidente Prudente,35201,1096298.0000,0.7630,4.1500,24.9000,1078.0000,61.1000,0.4253,470
3515301,Estrela do Norte,Presidente Prudente,Presidente Prudente,2703,69692.0000,0.7400,7.5700,23.9000,1163.0000,64.2000,0.4252,471
3542008,Quintana,Tupã,Marília,7038,371696.0000,0.7320,11.1600,23.8000,1072.0000,63.1000,0.4251,472
3511607,Cesário Lange,Tatuí,Itapetininga,19048,1215884.0000,0.7060,6.9600,20.8000,1205.0000,73.3000,0.4243,473
3533254,Novais,Catanduva,São José do Rio Preto,4412,105507.0000,0.7190,7.6900,23.4000,892.0000,64.0000,0.4242,474
3521150,Ipiguá,São José do Rio Preto,São José do Rio Preto,6761,173091.0000,0.7300,11.4200,24.2000,1011.0000,64.9000,0.4236,475
3535002,Palestina,São José do Rio Preto,São José do Rio Preto,11476,603348.0000,0.7320,7.9400,24.2000,1011.0000,64.9000,0.4232,476
3517109,Glicério,Birigui,Araçatuba,4138,188392.0000,0.7350,3.0600,24.2000,1011.0000,64.9000,0.4230,477
3509254,Cajati,Registro,Litoral Sul Paulista,28515,1987670.0000,0.6940,58.1900,17.8000,2035.0000,88.2000,0.4230,478
3515202,Estrela d'Oeste,Fernandópolis,São José do Rio Preto,9417,1317163.0000,0.7600,7.0400,25.2000,877.0000,59.6000,0.4229,479
3540507,Porangaba,Tatuí,Itapetininga,10451,309200.0000,0.7030,10.5900,20.8000,1205.0000,73.3000,0.4227,480
3553807,Taquarituba,Itapeva,Itapetininga,24350,1279103.0000,0.7010,6.9500,20.3000,1110.0000,73.5000,0.4216,481
